label	sampleid	d	arrival	iforderpv_24h	decisionhabit_user	historyvisit_7ordernum	historyvisit_totalordernum	hotelcr	ordercanceledprecent	landhalfhours	ordercanncelednum	commentnums	starprefer	novoters	consuming_capacity	historyvisit_avghotelnum	cancelrate	historyvisit_visit_detailpagenum	delta_price1	price_sensitive	hoteluv	businessrate_pre	ordernum_oneyear	cr_pre	avgprice	lowestprice	firstorder_bu	customereval_pre2	delta_price2	commentnums_pre	customer_value_profit	commentnums_pre2	cancelrate_pre	novoters_pre2	novoters_pre	ctrip_profits	deltaprice_pre2_t1	lowestprice_pre	uv_pre	uv_pre2	lowestprice_pre2	lasthtlordergap	businessrate_pre2	cityuvs	cityorders	lastpvgap	cr	sid	visitnum_oneyear	h
0	52278	2016-05-19	2016-05-19	0	NULL	NULL	NULL	1.03	NULL	6	NULL	104	NULL	238	NULL	NULL	152	NULL	NULL	NULL	25.9	NULL	NULL	1.03	NULL	55.0	NULL	1.3	NULL	35	NULL	65.0	0.52	122.0	131	NULL	-2.0	60.0	46.7	33.21	81.0	NULL	0.05	26.133	4.967	10532	1.0	14	580	14
0	52281	2016-05-19	2016-05-19	0	2.0	NULL	1	1.09	0.0	0	0	221	60.0	796	31.0	1.7	442	15	NULL	0.0	18.307	0.52	1	1.08	NULL	255.0	NULL	2.1	NULL	579	NULL	426.0	0.21	907.0	991	NULL	-13.0	120.0	48.447	35.53	178.0	4781	0.52	20.48	5.153	615	1.17	13	193	21
0	52282	2016-05-19	2016-05-21	1	NULL	NULL	NULL	1.05	NULL	0	NULL	530	NULL	783	NULL	NULL	582	NULL	NULL	NULL	56.847	0.62	NULL	1.06	NULL	488.0	12.0	2.0	NULL	400	NULL	308.0	0.37	495.0	645	NULL	4.0	80.0	19.433	27.137	114.0	NULL	0.51	14.567	1.767	3203	NULL	16	406	19
0	52283	2016-05-19	2016-05-19	0	NULL	NULL	NULL	1.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.14	NULL	NULL	NULL	NULL	800.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.02	0.007	1667	NULL	9	78	22
0	52284	2016-05-19	2016-05-20	0	NULL	NULL	NULL	1.08	NULL	24	NULL	1962	NULL	2590	NULL	NULL	1453	2	NULL	NULL	94.473	0.01	NULL	1.02	NULL	242.0	NULL	3.7	NULL	824	NULL	1653.0	0.3	2302.0	1541	NULL	0.0	168.0	467.667	374.337	292.0	NULL	0.13	8.88	1.14	722	NULL	30	99	21
0	52285	2016-05-19	2016-05-23	1	15.0	NULL	NULL	1.11	NULL	4	NULL	372	NULL	647	NULL	15.0	584	84	NULL	NULL	18.787	0.43	NULL	1.06	NULL	113.0	NULL	1.5	NULL	97	NULL	97.0	0.43	147.0	147	NULL	12.0	99.0	12.873	12.873	99.0	NULL	0.43	2.827	0.493	1913	1.0	11	211	13
0	52286	2016-05-19	2016-06-12	0	NULL	NULL	NULL	1.09	NULL	0	NULL	212	NULL	360	NULL	NULL	185	NULL	NULL	NULL	9.887	0.49	NULL	1.05	NULL	83.0	NULL	2.1	NULL	155	NULL	1282.0	0.43	1680.0	691	NULL	NULL	120.0	294.22	132.197	114.0	NULL	0.4	0.647	0.12	327	NULL	44	2015	16
1	52289	2016-05-19	2016-05-19	0	NULL	NULL	NULL	1.0	NULL	NULL	NULL	166	NULL	243	NULL	NULL	NULL	29	NULL	NULL	2.907	NULL	NULL	NULL	NULL	423.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1.827	0.38	NULL	NULL	33	NULL	9
0	52290	2016-05-19	2016-05-20	0	NULL	1	NULL	1.01	NULL	22	NULL	NULL	NULL	NULL	NULL	NULL	2	25	NULL	NULL	1.16	0.35	NULL	1.03	NULL	89.0	NULL	1.5	NULL	2976	NULL	1508.0	0.35	1769.0	3316	NULL	14.0	148.0	188.353	97.177	162.0	NULL	0.35	35.567	6.12	NULL	NULL	10	NULL	22
0	52293	2016-05-19	2016-05-20	0	NULL	NULL	NULL	1.15	NULL	0	NULL	247	NULL	496	NULL	NULL	318	19	NULL	NULL	7.46	0.64	NULL	1.15	NULL	97.0	NULL	2.0	NULL	247	NULL	216.0	0.33	458.0	496	NULL	-8.0	97.0	7.46	6.909	95.0	NULL	0.62	0.12	0.007	NULL	NULL	6	NULL	16
0	52294	2016-05-19	2016-05-19	0	NULL	NULL	NULL	1.04	NULL	0	NULL	1701	NULL	3020	NULL	NULL	1473	46	NULL	NULL	124.953	0.36	NULL	1.03	NULL	173.0	NULL	2.5	NULL	1307	NULL	1626.0	0.18	2645.0	2056	NULL	4.0	279.0	102.013	84.564	252.0	NULL	0.32	56.487	12.133	NULL	NULL	13	NULL	20
0	52297	2016-05-19	2016-05-19	0	NULL	NULL	NULL	1.13	NULL	0	NULL	54	NULL	142	NULL	NULL	145	32	NULL	NULL	5.7	0.08	NULL	1.03	NULL	160.0	NULL	3.2	NULL	771	NULL	826.0	0.25	655.0	948	NULL	19.0	406.0	36.193	42.827	409.0	NULL	0.09	20.48	5.153	NULL	NULL	5	NULL	0
1	52298	2016-05-19	2016-05-20	0	NULL	NULL	NULL	1.06	NULL	0	NULL	21	NULL	54	NULL	NULL	102	NULL	NULL	NULL	8.84	NULL	NULL	1.08	NULL	118.0	NULL	2.2	NULL	NULL	NULL	19.0	0.34	49.0	92	NULL	1.0	144.0	18.167	10.771	121.0	NULL	NULL	0.133	0.027	NULL	NULL	22	NULL	23
1	52299	2016-05-19	2016-05-20	1	NULL	NULL	NULL	1.12	NULL	38	NULL	652	NULL	1295	NULL	NULL	958	NULL	NULL	NULL	31.907	0.58	NULL	1.11	NULL	155.0	NULL	1.5	NULL	396	NULL	237.0	0.48	389.0	602	NULL	-4.0	177.0	19.007	16.758	178.0	NULL	0.52	19.027	3.527	NULL	NULL	2	NULL	19
0	52300	2016-05-19	2016-05-27	1	NULL	NULL	NULL	1.05	NULL	0	NULL	102	NULL	606	NULL	NULL	546	NULL	NULL	NULL	42.733	NULL	NULL	1.07	NULL	88.0	NULL	1.0	NULL	28	NULL	54.0	0.35	157.0	100	NULL	3.0	136.0	2.64	5.806	92.0	NULL	0.51	0.3	0.04	NULL	NULL	1	NULL	6
0	52302	2016-05-19	2016-05-21	0	NULL	NULL	NULL	1.02	NULL	0	NULL	318	NULL	520	NULL	NULL	359	NULL	NULL	NULL	76.473	0.1	NULL	1.02	NULL	80.0	NULL	1.8	NULL	830	NULL	816.0	0.42	1270.0	1003	NULL	4.0	80.0	116.913	65.495	137.0	NULL	0.23	14.567	1.767	NULL	NULL	3	NULL	11
1	52303	2016-05-19	2016-05-19	0	NULL	NULL	NULL	1.01	NULL	0	NULL	283	NULL	439	NULL	NULL	417	NULL	NULL	NULL	175.127	0.37	NULL	1.06	NULL	900.0	NULL	4.5	NULL	3046	NULL	2907.0	0.36	3856.0	3807	NULL	-60.0	759.0	163.913	236.538	684.0	NULL	0.41	58.16	11.633	NULL	NULL	5	NULL	0
0	52304	2016-05-19	2016-05-19	0	NULL	NULL	NULL	1.07	NULL	6	NULL	2641	NULL	3853	NULL	NULL	3953	NULL	NULL	NULL	253.86	0.38	NULL	1.07	NULL	1062.0	NULL	5.5	NULL	2641	NULL	4015.0	0.24	5666.0	3849	NULL	36.0	1062.0	253.86	273.137	587.0	NULL	0.41	10.907	2.68	NULL	NULL	8	NULL	14
0	52306	2016-05-19	2016-05-22	0	NULL	NULL	NULL	1.07	NULL	0	NULL	1793	NULL	2795	NULL	NULL	1085	NULL	NULL	NULL	78.347	0.32	NULL	1.03	NULL	449.0	NULL	4.6	NULL	623	NULL	3515.0	0.3	5148.0	1034	NULL	38.0	621.0	129.873	203.001	462.0	NULL	0.4	9.02	1.727	NULL	NULL	1	NULL	17
0	52308	2016-05-19	2016-05-24	0	NULL	NULL	NULL	1.01	NULL	0	NULL	7	NULL	37	NULL	NULL	39	NULL	NULL	NULL	35.38	0.02	NULL	1.01	NULL	480.0	NULL	4.2	NULL	258	NULL	614.0	0.19	821.0	440	NULL	0.0	480.0	135.173	263.626	365.0	NULL	0.03	1.313	0.053	NULL	NULL	1	NULL	21
0	52309	2016-05-19	2016-05-19	1	NULL	NULL	NULL	1.01	NULL	8	NULL	NULL	NULL	10	NULL	NULL	41	NULL	NULL	NULL	18.773	0.56	NULL	1.07	NULL	498.0	NULL	3.5	NULL	314	NULL	314.0	0.44	508.0	508	NULL	2.0	289.0	7.433	7.433	289.0	NULL	0.56	2.147	0.433	NULL	NULL	1	NULL	12
0	52311	2016-05-19	2016-05-21	0	NULL	NULL	NULL	1.12	NULL	0	NULL	960	NULL	1242	NULL	NULL	1039	NULL	NULL	NULL	28.633	0.26	NULL	1.15	NULL	167.0	NULL	2.1	NULL	735	NULL	708.0	0.4	757.0	996	NULL	-2.0	104.0	11.36	8.979	100.0	NULL	0.28	3.06	0.52	NULL	NULL	2	NULL	0
0	52313	2016-05-19	2016-05-28	0	1.0	NULL	1	1.01	0.0	0	0	272	53.3	346	25.0	1.0	75	NULL	-74.0	54.0	47.553	0.03	1	1.01	282.0	184.0	13.0	3.7	-9.0	107	0.177	1813.0	0.21	2148.0	133	0.173	0.0	356.0	51.267	369.953	291.0	226020	0.07	2.487	0.207	6	1.0	4	549	14
0	52316	2016-05-19	2016-05-19	0	9.0	NULL	8	1.19	0.98	0	168	33	73.3	294	29.0	8.5	1906	NULL	87.0	17.0	41.827	0.55	8	1.18	325.0	258.0	7.0	3.5	87.0	515	1.829	515.0	0.45	940.0	940	2.107	16.0	238.0	28.5	28.5	238.0	30357	0.55	2.14	0.587	4698	1.5	2431	2189	14
0	52320	2016-05-19	2016-05-23	0	2.0	NULL	2	1.05	0.0	0	0	NULL	55.6	78	29.0	2.3	318	16	271.0	2.0	29.64	0.46	2	1.06	371.0	168.0	NULL	2.5	220.0	2202	1.97	1210.0	0.31	1483.0	2996	5.133	-14.0	100.0	76.287	50.386	151.0	445416	0.36	1.587	0.133	680	1.0	31	2423	14
0	52322	2016-05-19	2016-06-05	0	NULL	NULL	NULL	1.02	0.06	0	2	710	60.0	987	21.0	NULL	308	NULL	-172.0	0.0	82.487	0.14	5	1.02	234.0	406.0	3.0	2.5	-134.0	710	0.147	6095.0	0.3	7873.0	989	0.067	NULL	406.0	82.487	234.992	368.0	46530	0.22	0.6	0.06	144	NULL	241	3664	17
0	52323	2016-05-19	2016-05-19	0	NULL	NULL	17	1.17	0.01	0	6	214	62.8	497	22.0	NULL	802	NULL	42.0	13.0	21.207	0.46	17	1.06	217.0	277.0	NULL	3.4	26.0	123	0.806	194.0	0.55	325.0	209	1.24	37.0	175.0	10.227	12.975	191.0	60679	0.53	10.907	2.68	60676	1.67	18	284	20
1	52325	2016-05-19	2016-05-21	0	NULL	NULL	2	1.1	0.5	0	48	335	0.0	451	14.0	NULL	477	NULL	69.0	23.0	14.28	NULL	2	1.01	155.0	79.0	NULL	1.0	97.0	2	NULL	2.0	0.29	4.0	8	NULL	2.0	86.0	1.387	2.024	58.0	69543	NULL	2.507	0.307	61063	1.17	8	339	21
0	52326	2016-05-19	2016-05-21	1	6.0	NULL	10	1.05	0.68	7	278	721	72.5	1102	22.0	7.8	538	7	-162.0	10.0	42.507	NULL	10	1.06	252.0	334.0	NULL	3.4	-54.0	NULL	0.736	210.0	0.29	243.0	98	0.565	26.0	414.0	19.06	17.127	306.0	48348	0.1	0.047	0.007	6307	1.04	122	4018	21
0	52327	2016-05-19	2016-05-20	0	NULL	NULL	3	1.01	0.0	NULL	0	1	86.7	212	40.0	1.0	678	NULL	NULL	4.0	358.1	NULL	3	NULL	400.0	267.0	NULL	NULL	NULL	NULL	0.575	NULL	NULL	NULL	NULL	1.793	NULL	NULL	NULL	NULL	NULL	44147	NULL	3.127	0.267	6806	1.4	265	1827	20
1	52328	2016-05-19	2016-06-06	1	NULL	NULL	3	1.04	0.33	0	1	3741	60.0	5048	32.0	NULL	3667	NULL	109.0	0.0	369.867	0.2	3	1.04	363.0	369.0	NULL	2.4	23.0	1901	1.469	1431.0	0.43	1894.0	2469	0.0	NULL	254.0	152.567	149.16	340.0	445475	0.16	0.787	0.033	NULL	NULL	40	NULL	16
0	52330	2016-05-19	2016-05-19	1	NULL	NULL	NULL	1.01	NULL	19	NULL	17	NULL	18	NULL	NULL	14	NULL	NULL	NULL	4.327	0.04	NULL	1.03	NULL	625.0	NULL	3.8	NULL	669	NULL	487.0	0.29	499.0	926	NULL	NULL	480.0	50.807	142.637	927.0	NULL	0.04	2.647	0.053	NULL	NULL	73	NULL	20
0	52333	2016-05-19	2016-05-19	0	NULL	NULL	NULL	1.07	NULL	0	NULL	363	NULL	441	NULL	NULL	358	NULL	NULL	NULL	22.587	NULL	NULL	1.1	NULL	193.0	NULL	3.6	NULL	NULL	NULL	774.0	0.37	848.0	193	NULL	37.0	210.0	68.347	37.529	188.0	NULL	0.66	2.087	0.647	NULL	NULL	167	NULL	18
0	52335	2016-05-19	2016-05-20	1	NULL	NULL	NULL	1.04	NULL	11	NULL	NULL	NULL	61	NULL	NULL	130	NULL	NULL	NULL	14.393	NULL	NULL	1.03	NULL	322.0	NULL	2.7	NULL	54	NULL	869.0	0.54	1277.0	110	NULL	8.0	190.0	12.82	58.74	307.0	NULL	0.36	6.52	1.22	NULL	NULL	19	NULL	15
0	52337	2016-05-19	2016-05-19	0	NULL	NULL	NULL	1.03	NULL	7	NULL	58	NULL	67	NULL	NULL	35	NULL	NULL	NULL	4.68	NULL	NULL	1.01	NULL	88.0	NULL	2.6	NULL	10	NULL	79.0	0.06	94.0	40	NULL	3.0	132.0	5.393	12.584	157.0	NULL	0.02	1.94	0.32	NULL	NULL	8	NULL	4
0	52338	2016-05-19	2016-05-20	0	NULL	NULL	NULL	1.0	NULL	10	NULL	33	NULL	75	NULL	NULL	25	NULL	NULL	NULL	15.573	0.02	NULL	1.04	NULL	135.0	NULL	2.7	NULL	109	NULL	1007.0	0.5	1081.0	392	NULL	28.0	258.0	201.293	82.941	244.0	NULL	0.1	19.027	3.527	NULL	NULL	6	NULL	13
0	52339	2016-05-19	2016-05-21	0	NULL	NULL	NULL	1.07	NULL	0	NULL	1884	NULL	2568	NULL	NULL	2191	NULL	NULL	NULL	143.107	0.56	NULL	1.07	NULL	80.0	NULL	3.1	NULL	411	NULL	1468.0	0.41	1976.0	640	NULL	-3.0	100.0	43.84	172.871	221.0	NULL	0.55	25.08	3.353	NULL	NULL	184	NULL	10
0	52342	2016-05-19	2016-05-29	1	NULL	NULL	NULL	1.04	NULL	0	NULL	2046	NULL	2557	NULL	NULL	4303	NULL	NULL	NULL	505.613	0.05	NULL	1.03	NULL	92.0	NULL	4.8	NULL	282	NULL	735.0	0.69	960.0	547	NULL	0.0	234.0	254.26	159.073	301.0	NULL	0.06	0.347	0.047	NULL	NULL	2516	NULL	21
0	52343	2016-05-19	2016-05-20	0	NULL	NULL	NULL	1.03	NULL	NULL	NULL	1762	NULL	2326	NULL	NULL	990	NULL	NULL	NULL	135.74	NULL	NULL	NULL	NULL	1120.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.36	0.027	NULL	NULL	1	NULL	9
1	52344	2016-05-19	2016-05-19	0	NULL	NULL	NULL	1.07	NULL	0	NULL	427	NULL	880	NULL	NULL	474	NULL	NULL	NULL	23.26	0.35	NULL	1.09	NULL	80.0	NULL	1.5	NULL	508	NULL	446.0	0.37	780.0	878	NULL	0.0	137.0	49.84	47.391	147.0	NULL	0.35	20.48	5.153	NULL	NULL	1	NULL	13
0	52345	2016-05-19	2016-05-19	0	NULL	NULL	NULL	1.03	NULL	NULL	NULL	208	NULL	227	NULL	NULL	74	NULL	NULL	NULL	9.347	NULL	NULL	NULL	NULL	295.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	5.773	1.027	NULL	NULL	345	NULL	19
0	52346	2016-05-19	2016-05-22	1	NULL	NULL	NULL	1.02	NULL	17	NULL	190	NULL	280	NULL	NULL	110	NULL	NULL	NULL	36.827	0.41	NULL	1.04	NULL	398.0	NULL	4.3	NULL	384	NULL	517.0	0.27	776.0	650	NULL	-23.0	273.0	30.033	60.987	325.0	NULL	0.3	1.22	0.147	NULL	NULL	1	NULL	22
0	52348	2016-05-19	2016-05-19	0	NULL	NULL	NULL	1.06	NULL	33	NULL	3213	NULL	7044	NULL	NULL	2594	NULL	NULL	NULL	163.127	0.64	NULL	1.09	NULL	111.0	NULL	3.0	NULL	1248	NULL	1198.0	0.47	1852.0	1809	NULL	50.0	100.0	109.553	78.668	215.0	NULL	0.58	58.16	11.633	NULL	NULL	4	NULL	16
0	52351	2016-05-19	2016-05-20	0	NULL	NULL	NULL	1.01	NULL	0	NULL	46	NULL	66	NULL	NULL	88	NULL	NULL	NULL	47.9	0.04	NULL	1.02	NULL	330.0	NULL	0.0	NULL	221	NULL	221.0	0.37	321.0	321	NULL	NULL	306.0	33.36	33.36	306.0	NULL	0.04	20.12	3.613	NULL	NULL	19	NULL	23
1	52353	2016-05-19	2016-05-19	0	NULL	NULL	NULL	1.06	0.37	1	13	5935	61.3	7834	29.0	NULL	4770	NULL	173.0	57.0	355.36	0.13	35	1.06	308.0	198.0	NULL	3.3	113.0	2763	3.524	1816.0	0.25	2398.0	2913	0.477	3.0	135.0	57.773	71.222	195.0	33173	0.23	8.407	2.133	61	NULL	164	20869	9
1	52354	2016-05-19	2016-05-20	0	3.0	2	29	1.07	0.66	0	712	26	78.3	43	41.0	6.3	112	6	-28.0	40.0	4.88	0.14	29	1.0	432.0	180.0	NULL	3.3	104.0	193	5.175	243.0	NULL	307.0	215	7.406	14.0	460.0	1.38	14.657	328.0	33470	0.19	35.567	6.12	1539	1.08	339	2326	21
1	52355	2016-05-19	2016-05-19	0	NULL	NULL	NULL	1.14	NULL	0	NULL	23	60.0	59	31.0	NULL	40	19	199.0	0.0	0.887	0.62	NULL	1.08	319.0	120.0	NULL	1.0	196.0	90	0.601	149.0	0.4	343.0	205	0.601	-7.0	120.0	3.767	3.292	123.0	NULL	0.62	2.14	0.587	NULL	NULL	19	NULL	16
0	52356	2016-05-19	2016-05-26	0	2.0	NULL	NULL	1.07	NULL	0	NULL	2280	NULL	2986	NULL	2.0	1650	6	NULL	NULL	101.127	NULL	NULL	1.03	NULL	949.0	12.0	1.9	NULL	75	NULL	48.0	0.36	94.0	160	1.433	-1.0	30.0	3.58	4.228	30.0	NULL	NULL	0.273	0.04	1343	1.0	16	168	21
0	52358	2016-05-19	2016-05-21	0	NULL	NULL	NULL	1.11	NULL	0	NULL	3315	NULL	4350	NULL	NULL	3548	NULL	NULL	NULL	161.933	0.46	NULL	1.02	NULL	759.0	12.0	5.2	NULL	138	NULL	1857.0	0.36	2601.0	247	1.607	44.0	880.0	48.913	158.258	724.0	NULL	0.6	22.453	2.927	14400	NULL	45	1992	8
0	52359	2016-05-19	2016-06-09	0	NULL	NULL	NULL	1.01	NULL	25	NULL	NULL	NULL	15	NULL	NULL	12	NULL	NULL	NULL	7.027	NULL	NULL	1.02	NULL	293.0	10.0	3.5	NULL	8	NULL	8.0	0.15	16.0	16	NULL	NULL	129.0	2.313	2.313	129.0	NULL	NULL	0.287	0.033	407	NULL	116	520	13
1	52360	2016-05-19	2016-05-19	1	NULL	1	17	1.0	0.28	0	142	NULL	55.1	NULL	21.0	5.0	NULL	20	64.0	19.0	0.153	0.64	17	1.13	212.0	218.0	12.0	3.2	17.0	304	-0.009	398.0	0.4	664.0	576	0.147	6.0	148.0	9.367	10.855	195.0	65015	0.59	0.207	0.04	1591	1.25	314	3334	17
0	52362	2016-05-19	2016-05-19	0	NULL	NULL	2	1.05	1.0	0	269	279	40.0	494	19.0	NULL	355	NULL	64.0	0.0	19.207	NULL	2	1.07	203.0	80.0	13.0	1.8	45.0	32	-0.001	112.0	0.49	166.0	68	0.433	13.0	139.0	7.36	9.508	158.0	298528	0.39	11.927	2.887	61247	NULL	320	489	17
0	52363	2016-05-19	2016-05-25	0	1.0	NULL	21	1.0	0.46	20	46	627	55.6	746	19.0	1.0	358	NULL	169.0	12.0	253.9	0.16	21	1.01	209.0	413.0	13.0	2.7	73.0	1667	2.739	1595.0	0.04	2220.0	2459	2.84	-13.0	40.0	195.787	160.726	136.0	55457	0.2	3.627	0.28	815	1.15	78	12406	11
1	52364	2016-05-19	2016-05-19	0	4.0	NULL	5	1.14	0.0	0	0	223	70.0	449	58.0	3.5	141	10	770.0	18.0	4.127	NULL	5	1.13	903.0	150.0	13.0	2.0	770.0	13	0.236	13.0	0.47	47.0	47	0.927	1.0	133.0	4.46	4.46	133.0	6692	NULL	1.44	0.407	3006	1.29	68	532	9
0	52367	2016-05-19	2016-05-19	0	1.0	NULL	NULL	1.1	NULL	0	NULL	92	60.0	133	1.0	1.0	143	NULL	73.0	1.0	5.427	NULL	NULL	1.02	380.0	186.0	13.0	3.5	73.0	31	NULL	31.0	0.46	55.0	55	0.127	16.0	307.0	4.433	4.433	307.0	NULL	NULL	0.053	0.013	3686	1.0	33	521	13
0	52368	2016-05-19	2016-05-20	0	1.0	NULL	2	1.03	1.0	0	2	2737	85.0	4050	100.0	1.0	2425	NULL	1871.0	24.0	436.833	0.44	2	1.09	1951.0	111.0	11.0	1.5	1871.0	193	1.27	193.0	0.34	330.0	330	0.8	1.0	80.0	25.96	25.96	80.0	20392	0.44	13.327	2.58	1699	1.0	377	2779	19
0	52369	2016-05-19	2016-05-25	0	NULL	NULL	NULL	1.01	0.0	2	0	17	60.0	71	20.0	NULL	48	NULL	58.0	1.0	14.26	NULL	2	1.01	236.0	49.0	13.0	2.8	4.0	NULL	0.217	1141.0	0.08	1398.0	11	0.18	8.0	178.0	3.2	35.858	231.0	305410	0.26	0.953	0.08	NULL	NULL	98	NULL	21
0	52372	2016-05-19	2016-06-04	1	1.0	NULL	3	1.04	0.33	7	1	1272	86.7	1806	72.0	1.0	993	141	369.0	0.0	103.22	0.21	3	1.04	597.0	1028.0	13.0	4.3	105.0	4742	0.981	3067.0	0.1	4238.0	6229	0.68	NULL	228.0	504.293	310.178	492.0	57967	0.23	2.193	0.153	74	1.33	197	316	13
1	52373	2016-05-19	2016-05-21	0	NULL	NULL	6	1.02	1.0	NULL	510	876	80.0	1293	53.0	NULL	958	67	NULL	7.0	153.327	NULL	6	NULL	404.0	297.0	13.0	NULL	NULL	NULL	0.475	NULL	NULL	NULL	NULL	1.907	NULL	NULL	NULL	NULL	NULL	366519	NULL	5.753	0.48	2091	NULL	146	107	21
0	52375	2016-05-19	2016-05-20	0	NULL	NULL	NULL	1.08	0.13	0	243	229	90.3	333	61.0	NULL	131	NULL	177.0	20.0	7.607	NULL	27	1.03	598.0	233.0	NULL	2.0	320.0	70	6.959	45.0	0.66	55.0	86	5.94	-25.0	421.0	8.427	4.801	279.0	25029	NULL	0.053	0.013	436	NULL	242	4617	10
0	52378	2016-05-19	2016-05-20	0	1.0	NULL	6	1.02	0.5	3	3	847	92.0	1095	44.0	1.2	1094	2	-421.0	9.0	234.513	0.1	6	1.02	391.0	812.0	NULL	4.3	-513.0	847	1.217	1361.0	0.32	1565.0	1095	0.493	54.0	812.0	234.513	211.627	904.0	17822	0.12	8.593	1.32	2942	1.33	127	729	13
0	52381	2016-05-19	2016-05-19	0	3.0	NULL	1	1.0	0.0	NULL	0	39	80.0	37	66.0	3.0	7	NULL	NULL	25.0	17.227	NULL	1	NULL	538.0	540.0	NULL	NULL	NULL	NULL	2.213	NULL	NULL	NULL	NULL	2.207	NULL	NULL	NULL	NULL	NULL	252397	NULL	8.967	1.887	12219	NULL	177	1023	18
1	52383	2016-05-19	2016-05-20	0	NULL	NULL	3	1.01	0.99	0	257	7	46.7	18	32.0	NULL	7	NULL	305.0	100.0	2.5	NULL	3	1.01	452.0	147.0	13.0	1.5	325.0	9	0.365	9.0	0.27	9.0	16	0.36	0.0	147.0	5.907	3.727	128.0	177406	NULL	11.26	1.78	177408	NULL	4	10	21
1	52384	2016-05-19	2016-05-19	0	3.0	NULL	5	1.12	0.0	0	0	3156	80.0	5286	36.0	3.3	2338	22	235.0	63.0	92.7	0.58	5	1.13	346.0	460.0	11.0	4.5	235.0	2833	0.811	2833.0	0.19	4184.0	4184	0.453	-27.0	111.0	74.02	74.02	111.0	18815	0.58	15.3	3.887	4429	1.22	50	1730	13
1	52386	2016-05-19	2016-05-19	0	4.0	NULL	7	1.1	0.82	1	18	416	75.0	604	38.0	3.6	361	2	-311.0	4.0	17.9	0.04	7	1.03	353.0	156.0	13.0	4.3	-169.0	15152	0.537	3466.0	0.21	5170.0	22200	0.047	-6.0	664.0	1566.773	323.777	523.0	13195	0.32	20.48	5.153	7502	1.22	143	1057	11
0	52387	2016-05-19	2016-05-29	0	NULL	NULL	NULL	1.01	NULL	1	NULL	353	NULL	636	NULL	NULL	186	NULL	NULL	NULL	69.447	0.03	NULL	1.02	NULL	168.0	NULL	2.1	NULL	141	NULL	836.0	0.12	1104.0	196	NULL	-1.0	90.0	19.727	45.306	125.0	NULL	0.06	1.087	0.1	NULL	NULL	7	NULL	19
0	52388	2016-05-19	2016-05-26	0	NULL	NULL	NULL	1.14	NULL	0	NULL	217	40.0	438	7.0	NULL	376	6	-167.0	0.0	10.887	0.64	NULL	1.12	78.0	250.0	13.0	1.5	-167.0	785	0.084	785.0	0.3	1392.0	1392	0.08	0.0	245.0	19.693	19.693	245.0	NULL	0.64	4.607	0.527	NULL	NULL	2	NULL	17
0	52389	2016-05-19	2016-05-28	0	1.0	NULL	NULL	1.02	NULL	0	NULL	319	100.0	382	100.0	1.0	146	NULL	210.0	58.0	29.067	0.06	NULL	1.01	1290.0	770.0	13.0	4.1	-218.0	305	0.628	213.0	0.16	174.0	388	0.627	44.0	1080.0	91.04	108.261	1508.0	NULL	0.04	0.847	0.04	28212	1.0	24	434	14
0	52390	2016-05-19	2016-05-26	0	NULL	NULL	NULL	1.04	NULL	0	NULL	53	NULL	210	NULL	NULL	367	NULL	NULL	NULL	44.607	NULL	NULL	1.12	NULL	322.0	NULL	4.1	NULL	NULL	NULL	1260.0	0.16	1105.0	411	NULL	-43.0	106.0	137.9	176.148	139.0	NULL	0.1	0.767	0.047	NULL	NULL	13	NULL	21
1	52393	2016-05-19	2016-05-21	0	1.0	NULL	7	1.16	0.32	0	87	NULL	70.0	102	26.0	2.0	857	2	50.0	0.0	24.847	0.51	7	1.06	248.0	232.0	13.0	3.6	20.0	6798	2.633	1855.0	0.43	2708.0	9549	1.807	7.0	198.0	345.727	132.019	228.0	7710	0.53	22.453	2.927	2174	1.07	990	8384	1
0	52395	2016-05-19	2016-06-10	1	NULL	NULL	NULL	1.07	1.0	1	1	400	60.0	625	23.0	NULL	348	NULL	NULL	100.0	14.793	0.03	1	1.02	NULL	58.0	11.0	2.1	NULL	315	NULL	825.0	0.38	1228.0	432	NULL	NULL	228.0	7.313	54.331	328.0	233816	0.04	1.52	0.207	2189	NULL	55	1040	13
0	52398	2016-05-19	2016-05-20	0	2.0	3	9	1.11	0.0	0	0	1943	100.0	3032	57.0	2.6	1160	25	406.0	67.0	48.447	0.41	9	1.11	616.0	309.0	12.0	4.0	302.0	258	2.057	956.0	0.41	1442.0	492	0.947	8.0	210.0	49.093	64.275	315.0	672	0.59	2.367	0.4	597	1.41	283	1846	14
